date,resource,risk_score
2023-03-06,NAND,0.0006011835574863
2023-03-13,NAND,0.0022197258455641
2023-03-20,NAND,8.291404516105674e-05
2023-03-27,NAND,0.0001038558964069
2023-04-03,NAND,0.0001164479591528
2023-04-10,NAND,0.0004796749323297
2023-04-17,NAND,0.0002359869695984
2023-04-24,NAND,0.0003049955487254
2023-05-01,NAND,0.0004432361269609
2023-05-08,NAND,0.0002248822372506
2023-05-15,NAND,0.0014044412540544
2023-05-22,NAND,0.0025142763907628
2023-05-29,NAND,0.0029579147920852
2023-06-05,NAND,0.0001157387171063
2023-06-12,NAND,0.0001159242001333
2023-06-19,NAND,8.696635885497774e-05
2023-06-26,NAND,0.0001811670164306
2023-07-03,NAND,0.0006732467479075
2023-07-10,NAND,0.0006810295094038
2023-07-17,NAND,0.0001262485994731
2023-07-24,NAND,0.0001435010695897
2023-07-31,NAND,0.0014024146344411
2023-08-07,NAND,0.0001274094212793
2023-08-14,NAND,0.000160531993991
2023-08-21,NAND,0.0002952007434876
2023-08-28,NAND,0.0001119376800201
2023-09-04,NAND,0.0001774911957415
2023-09-11,NAND,0.0002051064188659
2023-09-18,NAND,0.000469311217891
2023-09-25,NAND,0.0001160831317701
2023-10-02,NAND,0.0002954687798873
2023-10-09,NAND,0.000649939690382
2023-10-16,NAND,0.0004250576967546
2023-10-23,NAND,0.0013059107418595
2023-10-30,NAND,0.0008884913283617
2023-11-06,NAND,0.981961378981426
2023-11-13,NAND,0.9835668558286736
2023-11-20,NAND,0.9909531543592932
2023-11-27,NAND,0.0079454547593541
2023-12-04,NAND,0.0108838674705021
2023-12-11,NAND,0.0023801049291985
2023-12-18,NAND,0.0005432295433512
2023-12-25,NAND,0.000527326282629
2024-01-01,NAND,0.0098099126348859
2024-01-08,NAND,0.0109906181949403
2024-01-15,NAND,0.0104815742224977
2024-01-22,NAND,0.0164340932741008
2024-01-29,NAND,0.0088220910300481
2024-02-05,NAND,0.0124629205618729
2024-02-12,NAND,0.02032393788646
2024-02-19,NAND,0.0189708320944395
2024-02-26,NAND,0.0314136696744216
2024-03-04,NAND,0.0320448480562482
2024-03-11,NAND,0.0144933138774643
2024-03-18,NAND,0.9985554157165892
2024-03-25,NAND,0.999105718179146
2024-04-01,NAND,0.9715543862890742
2024-04-08,NAND,0.1137244172320546
2024-04-15,NAND,0.0174922406641055
2024-04-22,NAND,0.0103092500858456
2024-04-29,NAND,0.0161361523587089
2024-05-06,NAND,0.0094429917230468
2024-05-13,NAND,0.0047551983879802
2024-05-20,NAND,0.0017762390887338
2024-05-27,NAND,0.001909620990222
2024-06-03,NAND,0.0022429371868344
2024-06-10,NAND,0.0039949038160223
2024-06-17,NAND,0.006924191819811
2024-06-24,NAND,0.0060250428865821
2024-07-01,NAND,0.0087238305505334
2024-07-08,NAND,0.0065408722562896
2024-07-15,NAND,0.0111552297545715
2024-07-22,NAND,0.0114948146152811
2024-07-29,NAND,0.0557883260579168
2024-08-05,NAND,0.9873164729542542
2024-08-12,NAND,0.9984470538076758
2024-08-19,NAND,0.9961447550086564
2024-08-26,NAND,0.9993615753134336
2024-09-02,NAND,0.9980196515530602
2024-09-09,NAND,0.997686059573995
2024-09-16,NAND,0.9979082591771768
2024-09-23,NAND,0.9964889247022372
2024-09-30,NAND,0.9998219512121744
2024-10-07,NAND,0.999781767196502
2024-10-14,NAND,0.9981299282655676
2024-10-21,NAND,0.9675835750272844
2024-10-28,NAND,0.9924322700874604
2024-11-04,NAND,0.9747844997058625
2024-11-11,NAND,0.9972331777747492
2024-11-18,NAND,0.9964596288959598
2024-11-25,NAND,0.9995938357366124
2024-12-02,NAND,0.9993699506028528
2024-12-09,NAND,0.9995529191504628
2024-12-16,NAND,0.9986536845020284
2024-12-23,NAND,0.9836912496059456
2024-12-30,NAND,0.9816131181013598
2025-01-06,NAND,0.9973530876285938
2025-01-13,NAND,0.9956035811350564
2025-01-20,NAND,0.99874565234834
2025-01-27,NAND,0.990706919192319
2025-02-03,NAND,0.9987975204136555
2025-02-10,NAND,0.9987138506638118
