resource_id,week_start,risk_score
dram,2023-01-02,0.009245413355529308
dram,2023-01-09,0.0007806909852661192
dram,2023-01-16,0.004237563349306583
dram,2023-01-23,0.004930682945996523
dram,2023-01-30,0.016086556017398834
dram,2023-02-06,0.003979475703090429
dram,2023-02-13,0.003979475703090429
dram,2023-02-20,0.008667492307722569
dram,2023-02-27,0.0010121905943378806
dram,2023-03-06,0.007292625028640032
dram,2023-03-13,0.00883897952735424
dram,2023-03-20,0.0008771218126639724
dram,2023-03-27,0.0003167018876411021
dram,2023-04-03,0.0008724062354303896
dram,2023-04-10,0.011228762567043304
dram,2023-04-17,0.0023554393555969
dram,2023-04-24,0.005382507108151913
dram,2023-05-01,0.003842773614451289
dram,2023-05-08,0.006973705254495144
dram,2023-05-15,0.1203882247209549
dram,2023-05-22,0.05172524228692055
dram,2023-05-29,0.023924430832266808
dram,2023-06-05,0.00023405926185660064
dram,2023-06-12,0.001286776503548026
dram,2023-06-19,0.000530400313436985
dram,2023-06-26,0.0008142623119056225
dram,2023-07-03,0.00423884904012084
dram,2023-07-10,0.004232706502079964
dram,2023-07-17,0.0009802021086215973
dram,2023-07-24,0.00021710636792704463
dram,2023-07-31,0.003555153263732791
dram,2023-08-07,0.00022371968952938914
dram,2023-08-14,0.0003660112852230668
dram,2023-08-21,0.001196797820739448
dram,2023-08-28,0.0006776232039555907
dram,2023-09-04,0.0010337426792830229
dram,2023-09-11,0.0006746652070432901
dram,2023-09-18,0.0007876007002778351
dram,2023-09-25,0.0008376764017157257
dram,2023-10-02,0.0007259331759996712
dram,2023-10-09,0.0019356239354237914
dram,2023-10-16,0.0005202348111197352
dram,2023-10-23,0.010611236095428467
dram,2023-10-30,0.005171588622033596
dram,2023-11-06,0.9891465902328491
dram,2023-11-13,0.9937771558761597
dram,2023-11-20,0.9918702840805054
dram,2023-11-27,0.04438793286681175
dram,2023-12-04,0.08700267225503922
dram,2023-12-11,0.06250110268592834
dram,2023-12-18,0.05363527312874794
dram,2023-12-25,0.0561753585934639
dram,2024-01-01,0.8816906213760376
dram,2024-01-08,0.9329639077186584
dram,2024-01-15,0.927149772644043
dram,2024-01-22,0.9445438385009766
dram,2024-01-29,0.9576106667518616
dram,2024-02-05,0.9522241353988647
dram,2024-02-12,0.9491550922393799
dram,2024-02-19,0.9298276901245117
dram,2024-02-26,0.8654186725616455
dram,2024-03-04,0.8850632905960083
dram,2024-03-11,0.8786256313323975
dram,2024-03-18,0.9988738894462585
dram,2024-03-25,0.9959482550621033
dram,2024-04-01,0.990423321723938
dram,2024-04-08,0.9382606744766235
