price_latest,price_trend_4w,price_zscore_8w,forecast_point_1m,forecast_interval_width_1m,forecast_disagreement_1m,forecast_unstable_flag,signal_severity_mean_4w,signal_count_4w,hhi_country,resource_id,week_start
53.21588897705078,,,,,,,1.6666666666666667,3.0,0.5278,dram,2023-01-02
56.322879791259766,,,,,,,1.5,4.0,0.5278,dram,2023-01-09
56.20366382598877,,,,,,,1.3333333333333333,6.0,0.5278,dram,2023-01-16
61.339779663085935,,,,,,,1.5,8.0,0.5278,dram,2023-01-23
61.1230224609375,14.858595122401596,,,,,,1.2222222222222223,9.0,0.5278,dram,2023-01-30
59.58012161254883,5.78315923006929,,,,,,1.2,10.0,0.5278,dram,2023-02-06
59.72396469116211,6.26347221076633,,,,,,1.2,10.0,0.5278,dram,2023-02-13
57.023887634277344,-7.0360409713142165,,,,,,1.0,8.0,0.5278,dram,2023-02-20
56.40958023071289,-7.711402415083246,-0.6250830029386671,,,,,1.0,4.0,0.5278,dram,2023-02-27
55.136637115478514,-7.45799836725144,-1.611082647964574,,,,,1.0,2.0,0.5278,dram,2023-03-06
54.29326553344727,-9.092998406581787,-1.7890872904931505,,,,,1.0,1.0,0.5278,dram,2023-03-13
58.512108612060544,2.6098202692315553,0.1703786330084285,,,,,1.0,1.0,0.5278,dram,2023-03-20
60.305266571044925,6.906072203336455,1.1494582507542672,,,,,1.0,2.0,0.5278,dram,2023-03-27
57.28703212738037,3.900120000786522,-0.1599211670517279,,,,,1.0,2.0,0.5278,dram,2023-04-03
62.08372955322265,14.34885881928778,2.4133385126374525,,,,,1.0,4.0,0.5278,dram,2023-04-10
60.75687713623047,3.8364170723241386,1.2881435515931763,,,,,1.0,6.0,0.5278,dram,2023-04-17
60.207970428466794,-0.16133937898028528,0.8064983654680552,,,,,1.0,9.0,0.5278,dram,2023-04-24
60.59694366455078,5.777767523041977,0.7751284485784601,,,,,1.0,10.0,0.5278,dram,2023-05-01
60.087527465820315,-3.2153385464561257,0.3584522624100483,,,,,1.0,7.0,0.5278,dram,2023-05-08
64.96648025512695,6.928603505176234,3.6435497381731614,,,,,1.0,5.0,0.5278,dram,2023-05-15
67.58859405517578,12.258549115981099,3.3751595667439753,,,,,1.0,3.0,0.5278,dram,2023-05-22
68.6503677368164,13.290148950163783,2.3194466530515876,,,,,1.0,3.0,0.5278,dram,2023-05-29
65.77404327392578,9.463720755260141,0.8166708380011879,,,,,1.0,4.0,0.5278,dram,2023-06-05
67.31414489746093,3.6136552774824304,1.1202771012265207,,,,,1.0,5.0,0.5278,dram,2023-06-12
65.21477127075195,-3.51216476331192,0.24402378772346522,,,,,1.0,3.0,0.5278,dram,2023-06-19
64.51629867553712,-6.021918305125462,-0.17223525203660037,,,,,1.0,3.0,0.5278,dram,2023-06-26
61.19770812988281,-6.957661284382565,-1.7570093105434628,,,,,1.0,3.0,0.5278,dram,2023-07-03
63.00172119140625,-6.406415342011352,-1.227597481058464,,,,,1.0,2.0,0.5278,dram,2023-07-10
64.37063903808594,-1.2943880906388983,-0.4451178930976741,,,,,1.0,2.0,0.5278,dram,2023-07-17
67.41904296875,4.49924182385486,1.1017843634615276,,,,,1.0,4.0,0.5278,dram,2023-07-24
69.12029113769532,12.945881880082876,2.1773853635091283,,,,,1.0,4.0,0.5278,dram,2023-07-31
65.98089599609375,4.728719705349693,0.29441692617989657,,,,,1.0,4.0,0.5278,dram,2023-08-07
64.28755493164063,-0.12907143332250293,-0.3522691377598553,,,,,1.0,4.0,0.5278,dram,2023-08-14
63.29646987915039,-6.1148496152793275,-0.7258991214042517,,,,,1.0,2.0,0.5278,dram,2023-08-21
67.33991394042968,-2.575766345831687,1.0468845362789803,,,,,1.0,1.0,0.5278,dram,2023-08-28
69.42247009277344,5.216016006941526,1.8486915710561158,,,,,1.0,1.0,0.5278,dram,2023-09-04
69.8027847290039,8.579000715189466,1.5834096728420561,,,,,1.0,2.0,0.5278,dram,2023-09-11
68.77609252929688,8.657074652991747,0.7515648186507314,,,,,1.0,1.0,0.5278,dram,2023-09-18
66.85526275634766,-0.7197086478470394,-0.1715136050742611,,,,,1.0,2.0,0.5278,dram,2023-09-25
67.85755310058593,-2.2541937647799215,0.4012841660409855,,,,,1.0,2.0,0.5278,dram,2023-10-02
68.90073699951172,-1.2922804340746774,0.7732130336166491,,,,,1.0,3.0,0.5278,dram,2023-10-09
67.7613754272461,-1.475392196232339,-0.010312697066174832,,,,,1.0,4.0,0.5278,dram,2023-10-16
65.71249084472656,-1.7093222949192466,-2.697363045379063,,,,,1.0,7.0,0.5278,dram,2023-10-23
68.4331039428711,0.848175060824885,0.23157799899376233,,,,,1.0,9.0,0.5278,dram,2023-10-30
72.70719451904297,5.524552690282869,3.9207613159049393,,,,,1.0,8.0,0.5278,dram,2023-11-06
75.95487823486329,12.09170084868536,3.9637531360322873,,,,,1.0,7.0,0.5278,dram,2023-11-13
76.6097640991211,16.583260068689132,2.318747817618228,,,,,1.0,3.0,0.5278,dram,2023-11-20
75.76663208007812,10.716345912541335,1.384025197302443,,,,,1.0,2.0,0.5278,dram,2023-11-27
73.26002960205078,0.7603581552895866,0.4426603964112482,,,,,1.0,2.0,0.5278,dram,2023-12-04
79.12923583984374,4.179267584584756,1.8088136219147206,,,,,1.0,2.0,0.5278,dram,2023-12-11
82.11139526367188,7.181370715921442,2.0749372600998264,,,,,1.6666666666666667,3.0,0.5278,dram,2023-12-18
85.4953784942627,12.840410279689095,2.5694132428149823,,,,,2.0,2.0,0.5278,dram,2023-12-25
82.03483390808105,11.977615015575482,1.0730639308071357,,,,,2.8823529411764706,119.0,0.5278,dram,2024-01-01
82.62809753417969,4.421705400286657,0.993154880167057,,,,,2.8666666666666667,120.0,0.5278,dram,2024-01-08
84.38110160827637,2.76417948728811,1.2258243077777,,,,,2.819672131147541,122.0,0.5278,dram,2024-01-15
87.71943054199218,2.6013710763076237,1.792881249560346,,,,,2.819672131147541,122.0,0.5278,dram,2024-01-22
85.92774353027343,4.745434880205068,0.9310869890248488,,,,,1.25,8.0,0.5278,dram,2024-01-29
84.7610580444336,2.581398548322622,0.4240840681884195,,,,,1.25,8.0,0.5278,dram,2024-02-05
81.38800201416015,-3.5471207854231745,-1.5822444845746706,,,,,1.3333333333333333,6.0,0.5278,dram,2024-02-12
82.86570358276367,-5.533240388405147,-0.708758661834377,,,,,1.3333333333333333,6.0,0.5278,dram,2024-02-19
90.63217163085938,5.474865168463916,3.3283754205806004,,,,,1.0,2.0,0.5278,dram,2024-02-26
95.7155746459961,12.923997003222754,3.785974147843263,,,,,1.0,2.0,0.5278,dram,2024-03-04
93.40800170898437,14.768761239197081,1.5529688140079831,,,,,1.0,2.0,0.5278,dram,2024-03-11
100.01920013427734,20.70035709572091,2.5731729661863247,,,,,1.0,3.0,0.5278,dram,2024-03-18
117.35866928100586,29.488974134926682,4.496203419844079,,,,,1.0,3.0,0.5278,dram,2024-03-25
123.67846984863282,29.214571720493176,2.77515611486699,,,,,1.0,2.0,0.5278,dram,2024-04-01
122.70132141113281,31.360610618148876,1.7245163271694037,,,,,1.0,3.0,0.5278,dram,2024-04-08
114.82854766845703,14.806504665402166,0.7833474670620192,,,,,1.0,3.0,0.5278,dram,2024-04-15
111.176171875,-5.268036391246367,0.302172960048014,,,,,1.0,6.0,0.5278,dram,2024-04-22
112.0242202758789,-9.423022121002367,0.1929222459109185,,,,,1.0,8.0,0.5278,dram,2024-04-29
118.709326171875,-3.2534248151101064,0.6908185576322882,,,,,1.0,6.0,0.5278,dram,2024-05-06
124.88401947021484,8.756944162344404,1.3858460346701253,,,,,1.0,6.0,0.5278,dram,2024-05-13
126.81845092773438,14.069812612653765,1.7528176210697528,,,,,1.0,4.0,0.5278,dram,2024-05-20
127.98724937438965,14.249623036160441,1.5213600863910037,,,,,1.0,3.0,0.5278,dram,2024-05-27
129.0011444091797,8.669763841809308,1.46057675267548,,,,,1.0,5.0,0.5278,dram,2024-06-03
138.05960388183593,10.55025652402508,2.5173943154884952,,,,,1.0,5.0,0.5278,dram,2024-06-10
145.23377227783203,14.52101111106565,2.5389303368228306,,,,,1.0,4.0,0.5278,dram,2024-06-17
136.29398193359376,6.490281336467474,0.8721972295244749,,,,,1.0,5.0,0.5278,dram,2024-06-24
132.20516204833984,2.4837125700197804,0.1685585053751016,,,,,1.0,3.0,0.5278,dram,2024-07-01
131.59275817871094,-4.684096956166783,-0.15057393050470935,,,,,1.0,2.0,0.5278,dram,2024-07-08
121.17069396972656,-16.56851428610753,-2.1175433866859272,,,,,1.0,3.0,0.5278,dram,2024-07-15
110.65519561767579,-18.811385471450905,-3.2447905378712454,,,,,1.0,2.0,0.5278,dram,2024-07-22
102.26069488525391,-22.649998456290955,-2.835464951155229,,,,,1.0,5.0,0.5278,dram,2024-07-29
89.72359924316406,-31.817221186811828,-2.7336734168341663,,,,,1.0,8.0,0.5278,dram,2024-08-05
100.86724090576172,-16.75607558130968,-1.148014864113394,,,,,1.0,7.0,0.5278,dram,2024-08-12
105.7632049560547,-4.420931736927547,-0.6098431423485482,,,,,1.0,7.0,0.5278,dram,2024-08-19
96.09849700927734,-6.0259691007294,-1.098055087191506,,,,,1.0,4.0,0.5278,dram,2024-08-26
87.87096977233887,-2.0648184941893577,-1.523078515955489,,,,,1.0,1.0,0.5278,dram,2024-09-02
87.90078277587891,-12.854974532313335,-1.3542990171262692,,,,,1.0,2.0,0.5278,dram,2024-09-09
88.14130859375,-16.661651251611286,-1.1756809026291266,,,,,1.0,1.0,0.5278,dram,2024-09-16
99.5334228515625,3.5743804005109014,0.682635691057376,,,,,1.0,3.0,0.5278,dram,2024-09-23
100.96861724853515,14.905545608669634,0.9854741256226056,,,,,1.0,3.0,0.5278,dram,2024-09-30
103.43453369140624,17.67191420255474,1.1409250811916103,,,,,1.0,2.0,0.5278,dram,2024-10-07
108.47730865478516,23.072042366383894,1.777382928903237,,,,,1.0,3.0,0.5278,dram,2024-10-14
106.8076675415039,7.308343751816637,1.3840887643847601,,,,,1.0,1.0,0.5278,dram,2024-10-21
103.09026184082032,2.1012911240160026,0.6388321031622588,,,,,1.0,6.0,0.5278,dram,2024-10-28
108.33004760742188,4.732958849721558,1.1678221077137052,,,,,1.0,6.0,0.5278,dram,2024-11-04
101.1320556640625,-6.771234539103443,-0.196388285285376,,,,,1.0,5.0,0.5278,dram,2024-11-11
99.30519561767578,-7.024282148014116,-1.4300808575084263,,,,,1.0,5.0,0.5278,dram,2024-11-18
100.106689453125,-2.894136007048076,-1.1616775596741462,,,,,,0.0,0.5278,dram,2024-11-25
100.22459259033204,-7.482185410333486,-1.0588583842994237,,,,,1.0,1.0,0.5278,dram,2024-12-02
100.2425033569336,-0.8795948043257451,-0.882584148611614,,,,,1.0,3.0,0.5278,dram,2024-12-09
99.09823150634766,-0.20841216820610686,-1.0398125000287528,,,,,1.0,4.0,0.5278,dram,2024-12-16
88.91766166687012,-11.177102996193023,-4.392832684456328,,,,,1.0,4.0,0.5278,dram,2024-12-23
86.34811592102051,-13.84538096955068,-2.7049591097488013,,,,,3.654320987654321,81.0,0.5278,dram,2024-12-30
99.61155891418457,-0.629418082769162,0.4951136743559701,,,,,3.6875,80.0,0.5278,dram,2025-01-06
100.42056579589844,1.334367192482211,0.6950757873457235,,,,,3.6875,80.0,0.5278,dram,2025-01-13
106.2669448852539,19.511627828656653,1.7442100764590183,,,,,3.6219512195121952,82.0,0.5278,dram,2025-01-20
90.08877868652344,4.332072246862206,-1.2227488301913643,,,,,1.0,6.0,0.5278,dram,2025-01-27
91.86421813964844,-7.777551981904496,-0.6890504568915673,,,,,1.0,7.0,0.5278,dram,2025-02-03
95.02253112792968,-5.37542745869416,-0.04675049747019515,,,,,1.0,6.0,0.5278,dram,2025-02-10
102.91185188293457,-3.1572310711878826,1.2736075981281558,,,,,1.0,5.0,0.5278,dram,2025-02-17
94.01027374267578,4.352922875997378,-0.39844044989162575,,,,,1.0,3.0,0.5278,dram,2025-02-24
91.32421417236328,-0.587828403943158,-1.1714072664145008,,,,,1.0,2.0,0.5278,dram,2025-03-03
93.1434829711914,-1.977476430519931,-0.5988375667757194,,,,,1.0,3.0,0.5278,dram,2025-03-10
100.55008850097656,-2.294938181313255,0.9099574713270931,,,,,1.0,4.0,0.5278,dram,2025-03-17
92.22886810302734,-1.8949052786767617,-0.6187523591459367,,,,,1.0,4.0,0.5278,dram,2025-03-24
80.45941009521485,-11.896958737189289,-3.6579725841375637,,,,,1.0,3.0,0.5278,dram,2025-03-31
70.10818786621094,-24.730978883520073,-3.7484636364806483,,,,,1.0,4.0,0.5278,dram,2025-04-07
69.88022804260254,-30.50207206737182,-2.0781968201522965,,,,,1.0,3.0,0.5278,dram,2025-04-14
73.24068908691406,-20.588108047582132,-1.2227879589933675,,,,,1.0,4.0,0.5278,dram,2025-04-21
77.98932037353515,-3.069982390818704,-0.5258708960901989,,,,,1.0,9.0,0.5278,dram,2025-04-28
82.71401519775391,17.98053510611193,0.047015874335924315,,,,,1.0,8.0,0.5278,dram,2025-05-05
95.36972351074219,36.475976370025535,1.4269789563911444,,,,,1.0,7.0,0.5278,dram,2025-05-12
95.92838439941406,30.97690040242074,1.749147929108112,,,,,1.0,7.0,0.5278,dram,2025-05-19
95.72586441040039,22.74227285468684,1.5575081577594019,,,,,1.0,3.0,0.5278,dram,2025-05-26
103.45835418701172,25.079593754047536,1.9227483860844523,,,,,1.0,2.0,0.5278,dram,2025-06-02
114.30638885498047,19.856055619271352,2.370139611644032,,,,,1.0,4.0,0.5278,dram,2025-06-09
121.110107421875,26.250544278544897,2.25414949386924,,,,,1.0,3.0,0.5278,dram,2025-06-16
125.30007781982422,30.89469454423717,1.9836342312250672,,,,,1.0,3.0,0.5278,dram,2025-06-23
121.75107002258301,17.681236067708262,1.2730944311052605,,,,,1.0,4.0,0.5278,dram,2025-06-30
122.66600952148437,7.313345080920786,1.1218779562097667,,,,,1.0,2.0,0.5278,dram,2025-07-07
116.39111633300782,-3.8964469517222433,0.3341211948636007,,,,,1.0,4.0,0.5278,dram,2025-07-14
110.89309539794922,-11.497983618646735,-0.43192514807861443,,,,,1.0,4.0,0.5278,dram,2025-07-21
110.23404846191406,-9.459482827159317,-0.9942838233174603,,,,,1.0,6.0,0.5278,dram,2025-07-28
111.11277313232422,-9.41844968645259,-1.265128159083713,,,,,1.0,6.0,0.5278,dram,2025-08-04
124.19978332519531,6.7089888285339905,1.1938474468274638,,,,,1.2,5.0,0.5278,dram,2025-08-11
119.08321075439453,7.385595403441836,0.21073168496552697,,,,,1.25,4.0,0.5278,dram,2025-08-18
118.16454162597657,7.194231977066967,0.2099526850169747,,,,,2.0,1.0,0.5278,dram,2025-08-25
123.01650428771973,10.713197789798068,1.2645680958996874,,,,,1.3333333333333333,3.0,0.5278,dram,2025-09-01
142.6929504394531,14.889854570709439,5.0762185424289425,,,,,1.0,2.0,0.5278,dram,2025-09-08
161.40579833984376,35.54034806194324,4.139940496269876,,,,,1.0,2.0,0.5278,dram,2025-09-15
161.1341979980469,36.36425596104893,2.141925461157069,,,,,1.0,3.0,0.5278,dram,2025-09-22
176.75704650878907,43.68563594960979,2.3768236969386645,,,,,1.0,2.0,0.5278,dram,2025-09-29
189.26799621582032,32.640046780818174,2.2502497527384526,,,,,1.0,2.0,0.5278,dram,2025-10-06
195.1751281738281,20.922005393438358,1.804163965984124,,,,,1.0,2.0,0.5278,dram,2025-10-13
206.4818115234375,28.142761802767822,1.787445242796607,,,,,1.0,2.0,0.5278,dram,2025-10-20
223.10011291503906,26.218511409640243,2.0473225139288593,,,,,1.0,5.0,0.5278,dram,2025-10-27
233.1038604736328,23.160737755064996,2.0549952241795717,,,,,1.0,7.0,0.5278,dram,2025-11-03
244.41653442382812,25.229344902053462,2.0462767094094807,,,,,1.0,7.0,0.5278,dram,2025-11-10
220.83997192382813,6.953716792028852,0.6414677822831433,,,,,1.0,7.0,0.5278,dram,2025-11-17
228.6115608215332,2.470392253271969,0.8053430388748563,,,,,1.0,3.0,0.5278,dram,2025-11-24
